DATE,DAY,MONTH,YEAR,PRCP,SNOW,TMAX,TMIN
2017-02-06,6,2,2017,0,0,41,27
2017-02-07,7,2,2017,0.07,0,49,31
2017-02-08,8,2,2017,0.22,0,54,35
2017-02-09,9,2,2017,0.7,5.7,52,25
2017-02-10,10,2,2017,0.04,0.5,26,16
2017-02-11,11,2,2017,0,0,28,17
2017-02-12,12,2,2017,0.2,0,56,27
2017-02-13,13,2,2017,0.16,0,45,28
2017-02-14,14,2,2017,0,0,30,21
2017-02-15,15,2,2017,0,0,47,23
2017-02-16,16,2,2017,0.01,0.1,41,26
2017-02-17,17,2,2017,0,0,28,20
2017-02-18,18,2,2017,0,0,44,21
2017-02-19,19,2,2017,0,0,66,32
2017-02-20,20,2,2017,0,0,63,40
2017-02-21,21,2,2017,0,0,57,34
2017-02-22,22,2,2017,0,0,50,37
2017-02-23,23,2,2017,0,0,64,43
2017-02-24,24,2,2017,0,0,71,44
2017-02-25,25,2,2017,0,0,74,52
2017-02-26,26,2,2017,0.36,0,60,26
2017-02-27,27,2,2017,0,0,34,26
2017-02-28,28,2,2017,0,0,48,29
2017-03-01,1,3,2017,0.15,0,55,36
2017-03-02,2,3,2017,0.2,0,61,31
2017-03-03,3,3,2017,0,0,37,23
2017-03-04,4,3,2017,0.06,0.9,31,17
2017-03-05,5,3,2017,0,0,29,11
2017-03-06,6,3,2017,0,0,38,11
2017-03-07,7,3,2017,0.44,0,46,31
2017-03-08,8,3,2017,0.15,0,52,39
2017-03-09,9,3,2017,0,0,54,39
2017-03-10,10,3,2017,0.3,3,55,30
2017-03-11,11,3,2017,0.1,1.4,33,14
2017-03-12,12,3,2017,0,0,23,14
2017-03-13,13,3,2017,0,0,25,14
2017-03-14,14,3,2017,0.51,6.3,33,15
2017-03-15,15,3,2017,0.24,3.8,27,14
2017-03-16,16,3,2017,0.03,0.3,25,15
2017-03-17,17,3,2017,0,0,33,21
2017-03-18,18,3,2017,0,0,44,24
2017-03-19,19,3,2017,0.28,0.6,40,31
2017-03-20,20,3,2017,0,0,38,29
2017-03-21,21,3,2017,0.07,0,41,31
2017-03-22,22,3,2017,0,0,55,28
2017-03-23,23,3,2017,0,0,34,18
2017-03-24,24,3,2017,0.02,0,44,20
2017-03-25,25,3,2017,0,0,64,36
2017-03-26,26,3,2017,0,0,71,42
2017-03-27,27,3,2017,0.4,0,45,41
2017-03-28,28,3,2017,0.1,0,67,44
2017-03-29,29,3,2017,0.24,0,57,44
2017-03-30,30,3,2017,0,0,56,37
2017-03-31,31,3,2017,0.15,0,45,37
2017-04-01,1,4,2017,0.88,0,44,37
2017-04-02,2,4,2017,0,0,45,38
2017-04-03,3,4,2017,0,0,59,38
2017-04-04,4,4,2017,0.28,0,64,44
2017-04-05,5,4,2017,0.11,0,65,47
2017-04-06,6,4,2017,0.02,0,65,47
2017-04-07,7,4,2017,0.78,0,49,35
2017-04-08,8,4,2017,0.04,0,36,32
2017-04-09,9,4,2017,0,0,55,32
2017-04-10,10,4,2017,0,0,70,37
2017-04-11,11,4,2017,0,0,78,53
2017-04-12,12,4,2017,0.13,0,79,53
2017-04-13,13,4,2017,0,0,66,42
2017-04-14,14,4,2017,0,0,58,44
2017-04-15,15,4,2017,0,0,67,45
2017-04-16,16,4,2017,0.11,0,77,56
2017-04-17,17,4,2017,0.22,0,78,57
2017-04-18,18,4,2017,0,0,68,43
2017-04-19,19,4,2017,0,0,69,48
2017-04-20,20,4,2017,0.24,0,55,49
2017-04-21,21,4,2017,0.22,0,77,55
2017-04-22,22,4,2017,0.11,0,69,48
2017-04-23,23,4,2017,0.09,0,55,36
2017-04-24,24,4,2017,0,0,66,41
2017-04-25,25,4,2017,0.02,0,61,45
2017-04-26,26,4,2017,0.11,0,56,51
2017-04-27,27,4,2017,0.01,0,72,53
2017-04-28,28,4,2017,0.67,0,73,56
2017-04-29,29,4,2017,0.26,0,75,54
2017-04-30,30,4,2017,0.01,0,74,55
2017-05-01,1,5,2017,0,0,76,57
2017-05-02,2,5,2017,0.56,0,76,52
2017-05-03,3,5,2017,0.03,0,60,43
2017-05-04,4,5,2017,0,0,60,43
2017-05-05,5,5,2017,1.15,0,58,47
2017-05-06,6,5,2017,0.85,0,62,51
2017-05-07,7,5,2017,0.08,0,51,41
2017-05-08,8,5,2017,0,0,53,36
2017-05-09,9,5,2017,0,0,55,35
2017-05-10,10,5,2017,0,0,61,42
2017-05-11,11,5,2017,0,0,64,47
2017-05-12,12,5,2017,0.06,0,51,48
2017-05-13,13,5,2017,0.28,0,54,46
2017-05-14,14,5,2017,0.06,0,55,45
2017-05-15,15,5,2017,0,0,66,45
2017-05-16,16,5,2017,0,0,70,48
2017-05-17,17,5,2017,0,0,78,53
2017-05-18,18,5,2017,0,0,88,61
2017-05-19,19,5,2017,0,0,88,71
2017-05-20,20,5,2017,0.04,0,83,50
2017-05-21,21,5,2017,0.05,0,56,49
2017-05-22,22,5,2017,0.03,0,61,56
2017-05-23,23,5,2017,0.02,0,72,48
2017-05-24,24,5,2017,0,0,68,52
2017-05-25,25,5,2017,0.76,0,70,53
2017-05-26,26,5,2017,0.6,0,63,54
2017-05-27,27,5,2017,0,0,64,52
2017-05-28,28,5,2017,0,0,70,56
2017-05-29,29,5,2017,1.24,0,65,59
2017-05-30,30,5,2017,0,0,75,62
2017-05-31,31,5,2017,0.5,0,70,59
2017-06-01,1,6,2017,0,0,75,54
2017-06-02,2,6,2017,0,0,71,54
2017-06-03,3,6,2017,0,0,71,56
2017-06-04,4,6,2017,0,0,75,52
2017-06-05,5,6,2017,0.12,0,63,54
2017-06-06,6,6,2017,0.21,0,72,57
2017-06-07,7,6,2017,0.22,0,68,53
2017-06-08,8,6,2017,0.12,0,61,53
2017-06-09,9,6,2017,0,0,71,55
2017-06-10,10,6,2017,0,0,76,59
2017-06-11,11,6,2017,0,0,82,64
2017-06-12,12,6,2017,0,0,86,66
2017-06-13,13,6,2017,0,0,87,69
2017-06-14,14,6,2017,0,0,90,68
2017-06-15,15,6,2017,0,0,83,66
2017-06-16,16,6,2017,1.15,0,79,65
2017-06-17,17,6,2017,0.69,0,76,64
2017-06-18,18,6,2017,0,0,81,66
2017-06-19,19,6,2017,0.12,0,87,70
2017-06-20,20,6,2017,0.57,0,73,60
2017-06-21,21,6,2017,0,0,76,60
2017-06-22,22,6,2017,0.06,0,78,59
2017-06-23,23,6,2017,0.12,0,83,64
2017-06-24,24,6,2017,0.42,0,78,67
2017-06-25,25,6,2017,0,0,78,59
2017-06-26,26,6,2017,0,0,75,53
2017-06-27,27,6,2017,0.01,0,73,56
2017-06-28,28,6,2017,0,0,68,50
2017-06-29,29,6,2017,0,0,74,56
2017-06-30,30,6,2017,0,0,83,65
2017-07-01,1,7,2017,0.23,0,86,71
2017-07-02,2,7,2017,0.8,0,81,66
2017-07-03,3,7,2017,0,0,82,65
2017-07-04,4,7,2017,0.03,0,82,67
2017-07-05,5,7,2017,0,0,79,65
2017-07-06,6,7,2017,0,0,78,67
2017-07-07,7,7,2017,0.13,0,71,68
2017-07-08,8,7,2017,0.33,0,81,65
2017-07-09,9,7,2017,0.02,0,75,56
2017-07-10,10,7,2017,0,0,77,59
2017-07-11,11,7,2017,0.09,0,79,63
2017-07-12,12,7,2017,0,0,83,68
2017-07-13,13,7,2017,0.01,0,83,73
2017-07-14,14,7,2017,0.54,0,82,69
2017-07-15,15,7,2017,0.96,0,81,66
2017-07-16,16,7,2017,0,0,75,61
2017-07-17,17,7,2017,0,0,79,64
2017-07-18,18,7,2017,0,0,86,65
2017-07-19,19,7,2017,0,0,87,66
2017-07-20,20,7,2017,0.09,0,88,70
2017-07-21,21,7,2017,0,0,88,72
2017-07-22,22,7,2017,0,0,87,71
2017-07-23,23,7,2017,0.23,0,81,69
2017-07-24,24,7,2017,0.2,0,85,66
2017-07-25,25,7,2017,0,0,82,64
2017-07-26,26,7,2017,0,0,70,57
2017-07-27,27,7,2017,0,0,77,60
2017-07-28,28,7,2017,0,0,83,67
2017-07-29,29,7,2017,1.4,0,78,57
2017-07-30,30,7,2017,0,0,72,51
2017-07-31,31,7,2017,0,0,79,56
2017-08-01,1,8,2017,0,0,83,63
2017-08-02,2,8,2017,0,0,85,66
2017-08-03,3,8,2017,0,0,85,64
2017-08-04,4,8,2017,0,0,82,65
2017-08-05,5,8,2017,0.42,0,85,59
2017-08-06,6,8,2017,0,0,72,56
2017-08-07,7,8,2017,0.19,0,72,58
2017-08-08,8,8,2017,0.45,0,63,58
2017-08-09,9,8,2017,0,0,74,54
2017-08-10,10,8,2017,0,0,79,56
2017-08-11,11,8,2017,0,0,77,58
2017-08-12,12,8,2017,0.02,0,78,66
2017-08-13,13,8,2017,0.39,0,77,60
2017-08-14,14,8,2017,0,0,77,59
2017-08-15,15,8,2017,0,0,71,60
2017-08-16,16,8,2017,0,0,81,64
2017-08-17,17,8,2017,0,0,82,61
2017-08-18,18,8,2017,0.16,0,85,63
2017-08-19,19,8,2017,0.24,0,81,65
2017-08-20,20,8,2017,0.42,0,81,58
2017-08-21,21,8,2017,0,0,79,61
2017-08-22,22,8,2017,0,0,83,64
2017-08-23,23,8,2017,0.23,0,87,64
2017-08-24,24,8,2017,0,0,75,55
2017-08-25,25,8,2017,0.04,0,72,58
2017-08-26,26,8,2017,0,0,68,55
2017-08-27,27,8,2017,0,0,71,54
2017-08-28,28,8,2017,0,0,72,55
2017-08-29,29,8,2017,0,0,71,56
2017-08-30,30,8,2017,0,0,64,55
2017-08-31,31,8,2017,0,0,75,58
2017-09-01,1,9,2017,0.02,0,75,51
2017-09-02,2,9,2017,0,0,62,47
2017-09-03,3,9,2017,0.66,0,56,49
2017-09-04,4,9,2017,0.07,0,65,55
2017-09-05,5,9,2017,0,0,79,57
2017-09-06,6,9,2017,0.85,0,71,58
2017-09-07,7,9,2017,0.06,0,62,51
2017-09-08,8,9,2017,0,0,65,50
2017-09-09,9,9,2017,0.05,0,63,50
2017-09-10,10,9,2017,0,0,63,44
2017-09-11,11,9,2017,0,0,66,45
2017-09-12,12,9,2017,0,0,69,45
2017-09-13,13,9,2017,0.03,0,73,51
2017-09-14,14,9,2017,0.03,0,73,60
2017-09-15,15,9,2017,0.02,0,66,61
2017-09-16,16,9,2017,0.02,0,78,61
2017-09-17,17,9,2017,0,0,75,61
2017-09-18,18,9,2017,0,0,82,62
2017-09-19,19,9,2017,0,0,79,61
2017-09-20,20,9,2017,0,0,76,55
2017-09-21,21,9,2017,0,0,83,57
2017-09-22,22,9,2017,0,0,82,59
2017-09-23,23,9,2017,0,0,83,55
2017-09-24,24,9,2017,0,0,86,57
2017-09-25,25,9,2017,0,0,87,61
2017-09-26,26,9,2017,0,0,88,64
2017-09-27,27,9,2017,0,0,86,63
2017-09-28,28,9,2017,0,0,87,59
2017-09-29,29,9,2017,0,0,69,46
2017-09-30,30,9,2017,0.06,0,67,47
2017-10-01,1,10,2017,0,0,58,36
2017-10-02,2,10,2017,0,0,65,38
2017-10-03,3,10,2017,0,0,71,40
2017-10-04,4,10,2017,0,0,72,46
2017-10-05,5,10,2017,0,0,80,49
2017-10-06,6,10,2017,0.16,0,74,63
2017-10-07,7,10,2017,0,0,72,62
2017-10-08,8,10,2017,0.26,0,81,64
2017-10-09,9,10,2017,0.52,0,75,68
2017-10-10,10,10,2017,0.22,0,75,64
2017-10-11,11,10,2017,0,0,78,62
2017-10-12,12,10,2017,1.25,0,63,59
2017-10-13,13,10,2017,0,0,60,54
2017-10-14,14,10,2017,0,0,59,54
2017-10-15,15,10,2017,0,0,62,59
2017-10-16,16,10,2017,0.07,0,78,48
2017-10-17,17,10,2017,0,0,57,34
2017-10-18,18,10,2017,0,0,60,36
2017-10-19,19,10,2017,0,0,69,42
2017-10-20,20,10,2017,0,0,70,44
2017-10-21,21,10,2017,0,0,70,43
2017-10-22,22,10,2017,0,0,69,44
2017-10-23,23,10,2017,0,0,72,46
2017-10-24,24,10,2017,0.39,0,67,54
2017-10-25,25,10,2017,0,0,66,42
2017-10-26,26,10,2017,0,0,48,42
2017-10-27,27,10,2017,0,0,51,34
2017-10-28,28,10,2017,0,0,61,36
2017-10-29,29,10,2017,1.33,0,62,45
2017-10-30,30,10,2017,2.12,0,47,38
2017-10-31,31,10,2017,0,0,48,37
2017-11-01,1,11,2017,0,0,45,31
2017-11-02,2,11,2017,0.15,0,46,35
2017-11-03,3,11,2017,0.02,0,60,46
2017-11-04,4,11,2017,0.02,0,63,34
2017-11-05,5,11,2017,0.03,0,53,35
2017-11-06,6,11,2017,0.57,0,56,50
2017-11-07,7,11,2017,0.02,0,59,34
2017-11-08,8,11,2017,0.17,0,37,30
2017-11-09,9,11,2017,0,0,44,29
2017-11-10,10,11,2017,0,0,44,28
2017-11-11,11,11,2017,0,0,30,15
2017-11-12,12,11,2017,0,0,32,17
2017-11-13,13,11,2017,0.01,0,43,26
2017-11-14,14,11,2017,0,0,44,35
2017-11-15,15,11,2017,0,0,41,28
2017-11-16,16,11,2017,0.03,0,45,28
2017-11-17,17,11,2017,0.01,0,47,34
2017-11-18,18,11,2017,0,0,43,30
2017-11-19,19,11,2017,1.07,0,48,35
2017-11-20,20,11,2017,0.05,0.3,40,30
2017-11-21,21,11,2017,0,0,43,29
2017-11-22,22,11,2017,0,0,56,31
2017-11-23,23,11,2017,0,0,42,30
2017-11-24,24,11,2017,0,0,39,29
2017-11-25,25,11,2017,0,0,51,28
2017-11-26,26,11,2017,0.02,0,54,33
2017-11-27,27,11,2017,0,0,39,32
2017-11-28,28,11,2017,0,0,47,31
2017-11-29,29,11,2017,0,0,55,32
2017-11-30,30,11,2017,0,0,55,30
2017-12-01,1,12,2017,0.03,0,48,31
2017-12-02,2,12,2017,0,0,48,28
2017-12-03,3,12,2017,0,0,44,28
2017-12-04,4,12,2017,0,0,50,28
2017-12-05,5,12,2017,0.02,0,48,29
2017-12-06,6,12,2017,0.45,0,48,30
2017-12-07,7,12,2017,0,0,41,29
2017-12-08,8,12,2017,0,0,39,25
2017-12-09,9,12,2017,0,0,28,23
2017-12-10,10,12,2017,0,0,29,25
2017-12-11,11,12,2017,0,0,31,28
2017-12-12,12,12,2017,0,0,37,30
2017-12-13,13,12,2017,0,0,37,13
2017-12-14,14,12,2017,0.27,4.3,21,15
2017-12-15,15,12,2017,0,0,25,12
2017-12-16,16,12,2017,0.02,0.2,28,16
2017-12-17,17,12,2017,0,0,37,25
2017-12-18,18,12,2017,0,0,35,28
2017-12-19,19,12,2017,0,0,45,32
2017-12-20,20,12,2017,0,0,52,37
2017-12-21,21,12,2017,0,0,40,27
2017-12-22,22,12,2017,0,0,39,29
2017-12-23,23,12,2017,0.08,0,41,36
2017-12-24,24,12,2017,0.18,0,43,31
2017-12-25,25,12,2017,0.06,0.5,37,24
2017-12-26,26,12,2017,0,0,24,14
2017-12-27,27,12,2017,0,0,21,11
2017-12-28,28,12,2017,0,0,16,4
2017-12-29,29,12,2017,0,0,15,4
2017-12-30,30,12,2017,0.08,1.3,16,8
2017-12-31,31,12,2017,0.03,0.3,19,5
2018-01-01,1,1,2018,0,0,13,0
2018-01-02,2,1,2018,0,0,13,0
2018-01-03,3,1,2018,0,0,16,4
2018-01-04,4,1,2018,0,0,26,4
2018-01-05,5,1,2018,0,0,20,5
2018-01-06,6,1,2018,0,0,9,1
2018-01-07,7,1,2018,0,0,9,-1
2018-01-08,8,1,2018,0,0,22,0
2018-01-09,9,1,2018,0,0,38,22
2018-01-10,10,1,2018,0,0,37,21
2018-01-11,11,1,2018,0,0,40,22
2018-01-12,12,1,2018,0.37,0,59,36
2018-01-13,13,1,2018,1.67,2,61,19
2018-01-14,14,1,2018,0,0,21,6
2018-01-15,15,1,2018,0,0,18,5
2018-01-16,16,1,2018,0.02,0.3,22,6
2018-01-17,17,1,2018,0.17,2,26,9
2018-01-18,18,1,2018,0,0,19,6
2018-01-19,19,1,2018,0,0,28,14
2018-01-20,20,1,2018,0,0,42,25
2018-01-21,21,1,2018,0,0,47,38
2018-01-22,22,1,2018,0.04,0,43,39
2018-01-23,23,1,2018,0.13,0,50,39
2018-01-24,24,1,2018,0.08,0,48,31
2018-01-25,25,1,2018,0,0,31,20
2018-01-26,26,1,2018,0,0,30,19
2018-01-27,27,1,2018,0,0,42,19
2018-01-28,28,1,2018,0.06,0,49,27
2018-01-29,29,1,2018,0,0,46,27
2018-01-30,30,1,2018,0.07,0.7,39,25
2018-01-31,31,1,2018,0,0,25,13
2018-02-01,1,2,2018,0,0,33,13
2018-02-02,2,2,2018,0.01,0,46,17
2018-02-03,3,2,2018,0,0,17,9
2018-02-04,4,2,2018,0.03,0.4,31,10
2018-02-05,5,2,2018,0.31,3,32,17
2018-02-06,6,2,2018,0,0,24,16
2018-02-07,7,2,2018,0.14,0.8,28,21
2018-02-08,8,2,2018,0.62,2.4,33,15
2018-02-09,9,2,2018,0,0.1,24,12
2018-02-10,10,2,2018,0.03,0.4,35,15
2018-02-11,11,2,2018,0.19,0,43,32
2018-02-12,12,2,2018,0.17,0,45,31
2018-02-13,13,2,2018,0,0,39,19
2018-02-14,14,2,2018,0,0,37,20
2018-02-15,15,2,2018,0.29,0,46,34
2018-02-16,16,2,2018,1.17,0,64,40
2018-02-17,17,2,2018,0.09,0,49,22
2018-02-18,18,2,2018,0.22,2.6,33,22
2018-02-19,19,2,2018,0,0,40,29
2018-02-20,20,2,2018,0.33,0,41,35
2018-02-21,21,2,2018,0,0,72,35
2018-02-22,22,2,2018,0.06,0,73,36
2018-02-23,23,2,2018,0.83,0,38,34
2018-02-24,24,2,2018,0.27,0,41,36
2018-02-25,25,2,2018,1.07,0,44,40
2018-02-26,26,2,2018,0.03,0,53,38
2018-02-27,27,2,2018,0,0,51,29
2018-02-28,28,2,2018,0,0,55,30
2018-03-01,1,3,2018,0,0,64,33
2018-03-02,2,3,2018,0.81,0.6,51,29
2018-03-03,3,3,2018,0,0,34,29
2018-03-04,4,3,2018,0,0,35,27
2018-03-05,5,3,2018,0,0,41,22
2018-03-06,6,3,2018,0,0,40,22
2018-03-07,7,3,2018,0.09,0.8,37,25
2018-03-08,8,3,2018,0.05,0,38,26
2018-03-09,9,3,2018,0.05,0.6,31,25
2018-03-10,10,3,2018,0,0,32,24
2018-03-11,11,3,2018,0,0,36,20
2018-03-12,12,3,2018,0,0,41,23
2018-03-13,13,3,2018,0.03,0.3,35,26
2018-03-14,14,3,2018,0,0,34,24
2018-03-15,15,3,2018,0,0,30,25
2018-03-16,16,3,2018,0.02,0.1,36,23
2018-03-17,17,3,2018,0,0,32,20
2018-03-18,18,3,2018,0,0,43,21
2018-03-19,19,3,2018,0,0,50,29
2018-03-20,20,3,2018,0,0,46,26
2018-03-21,21,3,2018,0.11,1.2,36,26
2018-03-22,22,3,2018,0.28,3.3,34,26
2018-03-23,23,3,2018,0,0,43,26
2018-03-24,24,3,2018,0,0,40,26
2018-03-25,25,3,2018,0,0,47,22
2018-03-26,26,3,2018,0,0,43,23
2018-03-27,27,3,2018,0,0,47,28
2018-03-28,28,3,2018,0.15,0,37,35
2018-03-29,29,3,2018,0.07,0,46,37
2018-03-30,30,3,2018,0.25,0,58,44
2018-03-31,31,3,2018,0.02,0,45,27
2018-04-01,1,4,2018,0.05,0,57,29
2018-04-02,2,4,2018,0.52,4.5,50,32
2018-04-03,3,4,2018,0.06,0,44,32
2018-04-04,4,4,2018,0.48,0,52,38
2018-04-05,5,4,2018,0.03,0.1,53,26
2018-04-06,6,4,2018,0,0,39,27
2018-04-07,7,4,2018,0.02,0,55,27
2018-04-08,8,4,2018,0,0,35,24
2018-04-09,9,4,2018,0,0,37,26
2018-04-10,10,4,2018,0.04,1,39,28
2018-04-11,11,4,2018,0,0,43,28
2018-04-12,12,4,2018,0.05,0,48,31
2018-04-13,13,4,2018,0.03,0,73,40
2018-04-14,14,4,2018,0,0,82,57
2018-04-15,15,4,2018,0,0,84,43
2018-04-16,16,4,2018,1.56,0,49,38
2018-04-17,17,4,2018,0.21,0,43,32
2018-04-18,18,4,2018,0.02,0,36,31
2018-04-19,19,4,2018,0.1,0,51,33
2018-04-20,20,4,2018,0.09,0,39,31
2018-04-21,21,4,2018,0,0,52,31
2018-04-22,22,4,2018,0,0,59,34
2018-04-23,23,4,2018,0,0,64,38
2018-04-24,24,4,2018,0,0,69,44
2018-04-25,25,4,2018,0.19,0,58,49
2018-04-26,26,4,2018,0.01,0,59,42
2018-04-27,27,4,2018,0.01,0,63,42
2018-04-28,28,4,2018,0.4,0,63,41
2018-04-29,29,4,2018,0.01,0,62,36
2018-04-30,30,4,2018,0,0,45,34
2018-05-01,1,5,2018,0,0,66,38
2018-05-02,2,5,2018,0,0,80,52
2018-05-03,3,5,2018,0,0,84,64
2018-05-04,4,5,2018,0.19,0,86,65
2018-05-05,5,5,2018,0.11,0,80,51
2018-05-06,6,5,2018,0.33,0,71,52
2018-05-07,7,5,2018,0.34,0,54,44
2018-05-08,8,5,2018,0,0,65,47
2018-05-09,9,5,2018,0,0,75,53
2018-05-10,10,5,2018,0.02,0,78,58
2018-05-11,11,5,2018,0.04,0,77,57
2018-05-12,12,5,2018,0.63,0,67,48
2018-05-13,13,5,2018,0.21,0,77,51
2018-05-14,14,5,2018,0.43,0,61,52
2018-05-15,15,5,2018,0,0,76,56
2018-05-16,16,5,2018,0.44,0,85,57
2018-05-17,17,5,2018,0.12,0,61,57
2018-05-18,18,5,2018,0,0,75,59
2018-05-19,19,5,2018,0.44,0,71,49
2018-05-20,20,5,2018,0.02,0,62,51
2018-05-21,21,5,2018,0.01,0,75,54
2018-05-22,22,5,2018,0,0,74,58
2018-05-23,23,5,2018,0.58,0,72,63
2018-05-24,24,5,2018,0,0,75,53
2018-05-25,25,5,2018,0,0,81,57
2018-05-26,26,5,2018,0,0,84,61
2018-05-27,27,5,2018,0.06,0,86,65
2018-05-28,28,5,2018,0.19,0,76,65
2018-05-29,29,5,2018,0,0,81,67
2018-05-30,30,5,2018,0,0,87,68
2018-05-31,31,5,2018,0.01,0,82,68
2018-06-01,1,6,2018,0,0,73,68
2018-06-02,2,6,2018,0,0,80,69
2018-06-03,3,6,2018,0.26,0,77,61
2018-06-04,4,6,2018,0.34,0,63,54
2018-06-05,5,6,2018,0,0,69,53
2018-06-06,6,6,2018,0.05,0,70,49
2018-06-07,7,6,2018,0,0,61,48
2018-06-08,8,6,2018,0,0,72,53
2018-06-09,9,6,2018,0,0,77,60
2018-06-10,10,6,2018,0.16,0,76,57
2018-06-11,11,6,2018,2.37,0,59,56
2018-06-12,12,6,2018,0,0,68,50
2018-06-13,13,6,2018,0.29,0,74,56
2018-06-14,14,6,2018,0,0,77,56
2018-06-15,15,6,2018,0,0,79,55
2018-06-16,16,6,2018,0,0,76,54
2018-06-17,17,6,2018,0,0,80,59
2018-06-18,18,6,2018,0,0,85,67
2018-06-19,19,6,2018,0.64,0,90,71
2018-06-20,20,6,2018,0.03,0,80,62
2018-06-21,21,6,2018,0.25,0,75,63
2018-06-22,22,6,2018,0.03,0,78,59
2018-06-23,23,6,2018,0.14,0,69,60
2018-06-24,24,6,2018,0.56,0,73,62
2018-06-25,25,6,2018,0.02,0,79,59
2018-06-26,26,6,2018,0,0,75,52
2018-06-27,27,6,2018,0.09,0,77,56
2018-06-28,28,6,2018,0.15,0,71,64
2018-06-29,29,6,2018,0.02,0,80,64
2018-06-30,30,6,2018,0,0,86,65
2018-07-01,1,7,2018,0,0,89,69
2018-07-02,2,7,2018,0,0,91,72
2018-07-03,3,7,2018,0.07,0,91,69
2018-07-04,4,7,2018,0,0,88,70
2018-07-05,5,7,2018,1.47,0,86,70
2018-07-06,6,7,2018,0.09,0,84,71
2018-07-07,7,7,2018,0.02,0,81,54
2018-07-08,8,7,2018,0,0,74,53
2018-07-09,9,7,2018,0,0,80,57
2018-07-10,10,7,2018,0,0,84,61
2018-07-11,11,7,2018,0.46,0,86,64
2018-07-12,12,7,2018,0,0,79,55
2018-07-13,13,7,2018,0,0,78,60
2018-07-14,14,7,2018,0,0,82,64
2018-07-15,15,7,2018,0.02,0,86,70
2018-07-16,16,7,2018,0.32,0,85,68
2018-07-17,17,7,2018,0.01,0,88,72
2018-07-18,18,7,2018,0.88,0,81,58
2018-07-19,19,7,2018,0,0,77,57
2018-07-20,20,7,2018,0,0,79,60
2018-07-21,21,7,2018,0,0,83,64
2018-07-22,22,7,2018,2.06,0,72,58
2018-07-23,23,7,2018,0.16,0,72,60
2018-07-24,24,7,2018,1.33,0,76,69
2018-07-25,25,7,2018,0.97,0,78,70
2018-07-26,26,7,2018,0.52,0,76,64
2018-07-27,27,7,2018,0.02,0,82,67
2018-07-28,28,7,2018,0.11,0,76,64
2018-07-29,29,7,2018,0,0,77,58
2018-07-30,30,7,2018,0.07,0,78,61
2018-07-31,31,7,2018,0.79,0,67,61
2018-08-01,1,8,2018,0.14,0,72,66
2018-08-02,2,8,2018,0.45,0,81,68
2018-08-03,3,8,2018,2.5,0,77,68
2018-08-04,4,8,2018,1.03,0,72,68
2018-08-05,5,8,2018,0,0,84,66
2018-08-06,6,8,2018,0,0,87,68
2018-08-07,7,8,2018,0,0,88,69
2018-08-08,8,8,2018,0.05,0,86,70
2018-08-09,9,8,2018,0.18,0,83,68
2018-08-10,10,8,2018,0,0,83,66
2018-08-11,11,8,2018,0.02,0,82,68
2018-08-12,12,8,2018,0,0,81,65
2018-08-13,13,8,2018,0.09,0,80,66
2018-08-14,14,8,2018,1.12,0,78,65
2018-08-15,15,8,2018,0.29,0,70,64
2018-08-16,16,8,2018,0,0,84,67
2018-08-17,17,8,2018,0.29,0,84,68
2018-08-18,18,8,2018,0.19,0,83,69
2018-08-19,19,8,2018,0.02,0,80,65
2018-08-20,20,8,2018,0.05,0,68,65
2018-08-21,21,8,2018,0.12,0,71,64
2018-08-22,22,8,2018,0.29,0,72,66
2018-08-23,23,8,2018,0,0,76,55
2018-08-24,24,8,2018,0,0,74,53
2018-08-25,25,8,2018,0,0,78,56
2018-08-26,26,8,2018,0,0,75,61
2018-08-27,27,8,2018,0,0,78,65
2018-08-28,28,8,2018,0,0,86,71
2018-08-29,29,8,2018,0,0,89,71
2018-08-30,30,8,2018,0,0,90,70
2018-08-31,31,8,2018,0.54,0,84,64
2018-09-01,1,9,2018,0.25,0,75,66
2018-09-02,2,9,2018,0,0,75,68
2018-09-03,3,9,2018,0,0,84,69
2018-09-04,4,9,2018,0,0,89,67
2018-09-05,5,9,2018,0,0,88,69
2018-09-06,6,9,2018,0,0,90,72
2018-09-07,7,9,2018,0.11,0,86,68
2018-09-08,8,9,2018,0.15,0,75,61
2018-09-09,9,9,2018,0.98,0,63,52
2018-09-10,10,9,2018,2.36,0,54,52
2018-09-11,11,9,2018,2.35,0,59,52
2018-09-12,12,9,2018,0.03,0,69,59
2018-09-13,13,9,2018,0.03,0,70,64
2018-09-14,14,9,2018,0.01,0,79,68
2018-09-15,15,9,2018,0,0,75,68
2018-09-16,16,9,2018,0,0,78,63
2018-09-17,17,9,2018,0,0,79,64
2018-09-18,18,9,2018,0.94,0,72,65
2018-09-19,19,9,2018,0,0,79,65
2018-09-20,20,9,2018,0,0,80,59
2018-09-21,21,9,2018,0,0,78,60
2018-09-22,22,9,2018,0.02,0,77,61
2018-09-23,23,9,2018,0,0,62,52
2018-09-24,24,9,2018,0,0,63,52
2018-09-25,25,9,2018,0.67,0,61,56
2018-09-26,26,9,2018,0.42,0,69,58
2018-09-27,27,9,2018,0.14,0,77,52
2018-09-28,28,9,2018,0.53,0,60,53
2018-09-29,29,9,2018,0,0,66,51
2018-09-30,30,9,2018,0,0,63,45
2018-10-01,1,10,2018,0,0,68,45
2018-10-02,2,10,2018,0,0,78,54
2018-10-03,3,10,2018,0.91,0,78,60
2018-10-04,4,10,2018,0,0,75,58
